trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,W44,both_sexes,,,W44 Foreign body entering into or through eye or natural orifice,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W20-W49 Exposure to inanimate mechanical forces | W44 Foreign body entering into or through eye or natural orifice,681,278,402,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,419850,NA,NA,NA,NA,NA,3.00E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,1.77E-01,NA,NA,NA,NA,NA,1.30E-01,NA,NA,NA,NA,NA,1.36E+00,NA,NA,NA,NA,NA,9.96E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W44-both_sexes.tsv.bgz,icd10-W44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W44-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W44-both_sexes.tsv.bgz.tbi,aaf6fb33ec7dd4cb40db5a48a0349491,535238393,50c23a8c3c56db4c014eb4f3c11ba060,1751003,NA,NA,NA
icd10,W45,both_sexes,,,W45 Foreign body or object entering through skin,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W20-W49 Exposure to inanimate mechanical forces | W45 Foreign body or object entering through skin,604,246,358,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,604,NA,NA,NA,NA,NA,419927,NA,NA,NA,NA,NA,-1.10E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,-7.17E-02,NA,NA,NA,NA,NA,1.50E-01,NA,NA,NA,NA,NA,-4.78E-01,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W45-both_sexes.tsv.bgz,icd10-W45-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W45-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W45-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W45-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W45-both_sexes.tsv.bgz.tbi,42ecd273883f614a36caac401f0d192a,534004992,9ecf81d8d953cd4190e363308268cf5c,1750917,NA,NA,NA
icd10,W49,both_sexes,,,W49 Exposure to other and unspecified inanimate mechanical forces,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W20-W49 Exposure to inanimate mechanical forces | W49 Exposure to other and unspecified inanimate mechanical forces,161,52,109,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,420370,NA,NA,NA,NA,NA,1.30E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.58E-01,NA,NA,NA,NA,NA,4.37E-01,NA,NA,NA,NA,NA,5.91E-01,NA,NA,NA,NA,NA,9.82E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W49-both_sexes.tsv.bgz,icd10-W49-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W49-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W49-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W49-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W49-both_sexes.tsv.bgz.tbi,21e034ff912c31748316901f05de2f24,516172591,5d2435b774633362f7ba9c66dac77561,1749649,NA,NA,NA
icd10,W50,both_sexes,,,"W50 Hit, struck, kicked, twisted, bitten or scratched by another person",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | W50-W64 Exposure to animate mechanical forces | W50 Hit, struck, kicked, twisted, bitten or scratched by another person",209,47,162,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,420322,NA,NA,NA,NA,NA,3.30E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,5.25E-01,NA,NA,NA,NA,NA,3.18E-01,NA,NA,NA,NA,NA,1.65E+00,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W50-both_sexes.tsv.bgz,icd10-W50-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W50-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W50-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W50-both_sexes.tsv.bgz.tbi,c115833fde59366f9341fe51827975db,520341995,9b262c922fd5b51506acb64eb477521f,1750059,NA,NA,NA
icd10,W51,both_sexes,,,W51 Striking against or bumped into by another person,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W50-W64 Exposure to animate mechanical forces | W51 Striking against or bumped into by another person,173,54,119,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,420358,NA,NA,NA,NA,NA,1.40E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,2.62E-01,NA,NA,NA,NA,NA,3.93E-01,NA,NA,NA,NA,NA,6.67E-01,NA,NA,NA,NA,NA,9.85E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W51-both_sexes.tsv.bgz,icd10-W51-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W51-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W51-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W51-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W51-both_sexes.tsv.bgz.tbi,b597accc4d87b905b34135a1cd1517ed,517062220,08e0b7208ce52c5cb424db5f8147461d,1750257,NA,NA,NA
icd10,W54,both_sexes,,,W54 Bitten or struck by dog,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W50-W64 Exposure to animate mechanical forces | W54 Bitten or struck by dog,682,395,287,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,419849,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,1.42E-01,NA,NA,NA,NA,NA,1.24E-01,NA,NA,NA,NA,NA,1.14E+00,NA,NA,NA,NA,NA,9.99E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W54-both_sexes.tsv.bgz,icd10-W54-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W54-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W54-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W54-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W54-both_sexes.tsv.bgz.tbi,e906a3bce4acd0ed6a137d58447d172b,534790490,4cebd6670814eda319b7049957ad3229,1750824,NA,NA,NA
icd10,W55,both_sexes,,,W55 Bitten or struck by other mammals,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W50-W64 Exposure to animate mechanical forces | W55 Bitten or struck by other mammals,440,324,116,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,420091,NA,NA,NA,NA,NA,-7.00E-04,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,-5.94E-02,NA,NA,NA,NA,NA,2.12E-01,NA,NA,NA,NA,NA,-2.80E-01,NA,NA,NA,NA,NA,9.76E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W55-both_sexes.tsv.bgz,icd10-W55-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W55-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W55-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W55-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W55-both_sexes.tsv.bgz.tbi,02b9721ce4c09002317b0cb2aea1c026,530612793,3fa035514c86285dff723cda14a90a31,1750515,NA,NA,NA
icd10,W57,both_sexes,,,W57 Bitten or stung by non-venomous insect and other non-venomous arthropods,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W50-W64 Exposure to animate mechanical forces | W57 Bitten or stung by non-venomous insect and other non-venomous arthropods,460,250,210,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,420071,NA,NA,NA,NA,NA,3.70E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,3.02E-01,NA,NA,NA,NA,NA,1.72E-01,NA,NA,NA,NA,NA,1.76E+00,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W57-both_sexes.tsv.bgz,icd10-W57-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W57-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W57-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W57-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W57-both_sexes.tsv.bgz.tbi,8e7bd607f12980357a2917dc741ee627,531101296,c080b216470ed2e59f0a5cffeabaa07b,1750263,NA,NA,NA
icd10,W79,both_sexes,,,W79 Inhalation and ingestion of food causing obstruction of respiratory tract,truncated: true,NA,Chapter XX External causes of morbidity and mortality | W75-W84 Other accidental threats to breathing | W79 Inhalation and ingestion of food causing obstruction of respiratory tract,172,61,111,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,420359,NA,NA,NA,NA,NA,3.10E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,5.82E-01,NA,NA,NA,NA,NA,3.94E-01,NA,NA,NA,NA,NA,1.48E+00,NA,NA,NA,NA,NA,9.90E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-W79-both_sexes.tsv.bgz,icd10-W79-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W79-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W79-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-W79-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-W79-both_sexes.tsv.bgz.tbi,647620ddc2bdca5c8b08fbfa9a274d34,516822233,58da929264bf03e3883ff24f09ccf82a,1749752,NA,NA,NA
icd10,X23,both_sexes,,,"X23 Contact with hornets, wasps and bees",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X20-X29 Contact with venomous animals and plants | X23 Contact with hornets, wasps and bees",168,78,90,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,420363,NA,NA,NA,NA,NA,5.50E-03,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,1.05E+00,NA,NA,NA,NA,NA,4.60E-01,NA,NA,NA,NA,NA,2.29E+00,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X23-both_sexes.tsv.bgz,icd10-X23-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X23-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X23-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X23-both_sexes.tsv.bgz.tbi,5f6393b83b928cd13b55e853a3ea5cc1,516675455,e78ca716e2dc3b77be1fff095d95acca,1749916,NA,NA,NA
icd10,X40,both_sexes,,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",347,178,169,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,347,NA,NA,NA,NA,NA,420184,NA,NA,NA,NA,NA,7.30E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,7.56E-01,NA,NA,NA,NA,NA,2.38E-01,NA,NA,NA,NA,NA,3.17E+00,NA,NA,NA,NA,NA,9.88E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X40-both_sexes.tsv.bgz,icd10-X40-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X40-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X40-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X40-both_sexes.tsv.bgz.tbi,239eab18a71186236668035306cba5d5,527999737,ce87bf188eb81ece85575c7379ac6124,1750472,NA,NA,NA
icd10,X41,both_sexes,,,"X41 Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X41 Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified",297,166,131,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,420234,NA,NA,NA,NA,NA,-2.10E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,-2.48E-01,NA,NA,NA,NA,NA,2.36E-01,NA,NA,NA,NA,NA,-1.05E+00,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X41-both_sexes.tsv.bgz,icd10-X41-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X41-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X41-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X41-both_sexes.tsv.bgz.tbi,8a6bb047303aa3b9c027d000c233b0d9,525913351,8d1a795512c61874511600dc724e1cb5,1750514,NA,NA,NA
icd10,X42,both_sexes,,,"X42 Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X42 Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",215,108,107,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,420316,NA,NA,NA,NA,NA,1.30E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,2.02E-01,NA,NA,NA,NA,NA,3.26E-01,NA,NA,NA,NA,NA,6.19E-01,NA,NA,NA,NA,NA,9.91E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X42-both_sexes.tsv.bgz,icd10-X42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X42-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X42-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X42-both_sexes.tsv.bgz.tbi,12f281ad070769f9c1caed9e06b9980c,520741740,23f120c9cabda25d3daee6bbbf9df1e5,1750294,NA,NA,NA
icd10,X44,both_sexes,,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",318,169,149,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,318,NA,NA,NA,NA,NA,420213,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,2.45E-01,NA,NA,NA,NA,NA,2.34E-01,NA,NA,NA,NA,NA,1.05E+00,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X44-both_sexes.tsv.bgz,icd10-X44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X44-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X44-both_sexes.tsv.bgz.tbi,ed384807f591a952fbf9df32d2a2f843,526609251,4dd9b570a1d60d15de8fd2980c347119,1750398,NA,NA,NA
icd10,X45,both_sexes,,,X45 Accidental poisoning by and exposure to alcohol,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X45 Accidental poisoning by and exposure to alcohol,149,67,82,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,420382,NA,NA,NA,NA,NA,-2.20E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,-4.67E-01,NA,NA,NA,NA,NA,4.67E-01,NA,NA,NA,NA,NA,-1.00E+00,NA,NA,NA,NA,NA,9.97E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X45-both_sexes.tsv.bgz,icd10-X45-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X45-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X45-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X45-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X45-both_sexes.tsv.bgz.tbi,decf6ba96af088e9a263d4fe427d050c,515240239,624ab7affc689776cedf845ac75e991a,1749904,NA,NA,NA
icd10,X49,both_sexes,,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,truncated: true,NA,Chapter XX External causes of morbidity and mortality | X40-X49 Accidental poisoning by and exposure to noxious substances | X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,181,88,93,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,420350,NA,NA,NA,NA,NA,-3.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,-5.39E-02,NA,NA,NA,NA,NA,3.96E-01,NA,NA,NA,NA,NA,-1.36E-01,NA,NA,NA,NA,NA,9.89E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X49-both_sexes.tsv.bgz,icd10-X49-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X49-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X49-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X49-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X49-both_sexes.tsv.bgz.tbi,f83fb824aa96a1db70cc69ad6e752a2d,517530197,d74b75029615481017f84305295a43d0,1750078,NA,NA,NA
icd10,X50,both_sexes,,,X50 Overexertion and strenuous or repetitive movements,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X50-X57 Overexertion, travel and privation | X50 Overexertion and strenuous or repetitive movements",1246,498,748,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,1246,NA,NA,NA,NA,NA,419285,NA,NA,NA,NA,NA,-6.00E-04,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,-2.17E-02,NA,NA,NA,NA,NA,7.58E-02,NA,NA,NA,NA,NA,-2.86E-01,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X50-both_sexes.tsv.bgz,icd10-X50-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X50-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X50-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X50-both_sexes.tsv.bgz.tbi,4aa8738b4f37a4346d3cdc0b3b1d722d,540119996,27248b6af09fab4ebc06b60c4f22d86f,1751286,NA,NA,NA
icd10,X51,both_sexes,,,X51 Travel and motion,truncated: true,NA,"Chapter XX External causes of morbidity and mortality | X50-X57 Overexertion, travel and privation | X51 Travel and motion",134,68,66,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,420397,NA,NA,NA,NA,NA,1.10E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,2.56E-01,NA,NA,NA,NA,NA,5.12E-01,NA,NA,NA,NA,NA,5.00E-01,NA,NA,NA,NA,NA,9.66E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-X51-both_sexes.tsv.bgz,icd10-X51-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X51-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X51-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-X51-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-X51-both_sexes.tsv.bgz.tbi,11da25ef4268eafc2bcbe7cc72c3d10a,514207665,f33f19fdf3ca9304b2d70b2e402b8f7a,1750080,NA,NA,NA
