df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M05
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M06
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M07
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M08
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M09
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M10
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M10
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M11
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M12
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M13
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M14
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M15
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M16
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M17
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M18
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M19
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M20
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M21
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M22
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M23
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M24
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M25
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M28
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M29
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M30
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M31
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,6.646820993134471e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626,2,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M32
